23 3516 10
23 8488 6
23 2204 10
23 2475502 8
23 4933 10
23 3657 8
23 17336 8
23 19782 10
23 8457 10
23 2294 6
24 2938 8
24 5120 8
24 2941 10
26 9715 10
26 8294 10
26 4805 10
28 10479 8
28 3313427 10
28 1488 10
28 5518 8
29 478 10
29 16516 10
29 16542 6
29 16557 8
29 12902 10
29 2992484 10
29 16551 10
29 3116747 10
29 16532 6
30 16195 8
30 45475 10
30 7220 6
30 1186255 8
30 76081 7
30 21613 10
30 1277369 8
30 64839 8
30 38940 8
30 24664 6
30 48324 6
30 24671 6
30 78403 6
31 245766 8
31 116687 8
31 15692 10
32 5974 6
32 5187 8
32 2294 8
32 832 8
32 3067 10
32 2704 6
32 7372 8
32 2129 8
33 575430 10
33 1590 10
33 18319 10
34 4131 8
34 2478 6
34 4931 10
34 10284 6
34 10238 8
34 12482 8
34 761509 6
34 72075 8
34 1902295 4
35 96960 8
35 65736 8
35 20050 10
35 4190 8
35 42585 10
36 3203623 10
36 40450 10
36 46119 8
36 1787855 6
36 7103 4
36 3206242 10
37 13329 6
37 28475 10
37 46419 6
37 84422 9
37 1472 10
37 2405 8
37 5977 10
37 3203356 10
37 7733 9
37 8366 10
37 7158 8
39 38947 6
39 10031 8
39 1524 8
39 25809 6
39 1228953 6
39 4596 8
39 183816 8
39 1182675 8
39 60776 7
39 5668 6
39 290094 8
39 376497 6
39 3092 10
39 2988209 10
39 4230 4
39 4248 10
40 2934 10
40 72783 10
40 56656 8
40 16236 8
40 9970 10
40 19075 6
40 1476891 8
41 9999 10
41 18983 10
41 52995 8
41 52000 10
41 20885 8
42 41567 10
42 128929 10
42 835994 10
42 12978 8
42 2795002 10
42 23546 10
43 349431 10
43 12359 10
43 55842 8
44 2478 10
44 1842212 8
44 4226 8
44 852 10
44 8262 6
44 41526 7
44 4382 9
45 3206242 10
45 243365 6
45 1060 10
45 101005 10
45 5974 10
45 3655 10
45 38097 10
45 5999 10
45 49213 10
45 48744 10
45 19782 10
45 3429944 10
45 6106 10
46 852 10
46 1861926 4
46 55507 10
46 638095 10
46 3067 10
47 62563 9
47 12187 8
47 35720 8
47 16219 10
47 162145 6
47 6070 7
48 16219 8
48 35835 10
48 27063 8
49 3383 6
49 4647 8
49 3092 10
49 2817510 8
49 1595966 6
49 100902 6
50 4209 4
50 129311 4
50 451440 4
50 935796 4
50 23235 4
53 1130926 8
53 2948 10
53 781879 8
54 3516 8
54 11880 10
54 3092 10
54 1182475 10
54 40569 8
54 3691 10
54 19683 10
54 54978 10
54 1537 10
54 135975 10
54 19007 10
54 3206242 10
54 1590 10
54 12330 10
54 71906 8
55 23538 10
55 18695 6
55 23185 6
55 123071 6
55 2138 6
55 122 6
55 10481 6
55 811520 6
55 18699 8
55 52307 6
55 1994 6
55 8348 6
55 28542 8
56 5179 8
56 7554 8
56 349431 4
56 110626 9
56 3446965 9
57 122 7
57 609 6
57 19119 9
57 951 7
57 20587 8
57 608 6
57 12930 7
59 48995 9
59 23522 10
59 10009 7
59 7967 10
59 9993 7
59 48821 9
59 180554 8
59 4813 8
59 23071 10
59 6465 10
59 2280068 8
60 11888 4
60 2264 6
60 1936581 6
60 1115557 6
60 11877 8
60 2114 2
60 4953 6
60 101280 4
60 27620 6
60 816617 6
60 7893 4
60 31988 8
60 2849559 8
60 3115 4
61 26973 9
61 129 10
61 2067500 5
61 819161 9
61 608 8
61 1719573 9
61 107 9
61 139 9
61 4813 8
62 36980 10
62 2930 5
62 1051327 3
62 1014691 8
63 26383 6
63 111661 6
63 96253 10
63 91677 7
63 761509 4
63 2204 6
63 19121 5
63 2535544 7
63 7103 8
63 5794 10
63 91681 7
63 95935 10
63 562644 6
63 115293 7
63 18644 6
63 18837 8
63 138479 7
63 19184 7
63 24649 4
63 610 8
63 50722 8
63 7103 10
63 152972 7
63 92306 6
63 6084 10
63 63602 5
63 98990 6
63 4694 8
63 91690 7
63 18880 6
63 7132 9
63 6982 8
63 2165744 5
63 32246 8
63 74326 7
63 19171 9
63 897403 7
63 17627 8
63 16570 8
63 897386 8
63 417 9
63 3206242 10
63 4183 7
63 137801 7
63 216008 8
63 1045574 7
63 3437 6
63 77277 6
64 2340 8
64 18235 10
64 2770555 10
64 761509 10
64 5708 10
64 105579 9
64 35565 10
64 2228 8
64 92939 6
64 40450 6
64 1560 7
64 2156470 10
65 6070 6
65 111915 8
65 8489 9
65 25843 6
65 65117 9
65 18353 8
65 1182675 9
65 1266328 9
65 65374 8
65 2465 6
65 30059 8
65 15518 7
65 29987 5
65 111661 10
65 31093 6
65 1568113 6
65 2490769 6
66 15585 8
66 2280068 9
67 2228 8
67 58112 8
67 28674 8
67 2309 8
67 4570 10
67 3446965 8
67 21385 7
67 106961 8
67 81011 5
67 3181280 8
67 832 9
67 7325 10
67 1538 7
67 4596 10
67 8120 7
67 18595 7
67 1182481 8
67 852 10
67 3123767 4
67 4652 8
67 270414 8
67 7554 10
67 2247 7
67 20260 5
67 7150 8
68 3203401 8
68 5999 10
68 2150 8
69 897386 10
69 7358 10
69 166540 6
69 32630 10
69 6485 10
69 3203623 10
69 3383 10
69 108314 6
69 4220 10
69 655220 8
69 19171 10
69 3735 10
69 32366 4
69 16557 6
70 70740 8
70 2165 10
70 667852 8
70 5812 10
70 993429 8
70 70741 6
70 2724 10
70 4440 8
70 1168877 8
71 2516333 10
71 2927 6
71 2354 8
71 5864 6
71 2228 8
71 3447001 10
71 2340 8
71 5903 8
72 21609 10
72 18211 10
72 37066 8
72 60363 8
72 31420 8
73 15628 6
73 21149 9
73 72318 10
73 44474 10
73 413498 10
73 111991 6
73 26973 7
73 21334 6
73 2860311 6
74 2204 6
74 327522 2
74 3203623 6
74 38404 2
74 2155 8
74 655220 8
74 10480 10
74 1058263 10
74 5068 2
74 290131 2
75 7970 10
75 11410 10
75 143872 10
75 883 10
75 29915 10
75 3183075 10
75 3206242 10
77 120180 7
77 3092 8
77 3259 8
77 4936 10
77 4458 6
77 270414 8
77 1588 9
77 837 10
77 1827335 10
78 3067 8
78 1051327 10
78 10001 10
79 46639 5
79 24600 7
79 26134 6
79 3514 10
79 2305 7
79 2893 8
79 3366 7
79 29239 8
79 55311 6
79 32646 3
79 87793 7
79 111661 6
79 108314 8
79 2912216 6
79 106832 6
79 7397 8
79 921 10
79 165607 4
79 17735 6
79 7733 8
79 19782 8
79 319021 10
79 2311 8
79 4618 6
79 3380841 9
79 7166 6
79 3380841 10
79 816613 10
79 1992909 5
79 31623 7
79 6488 5
79 27479 6
79 4860 8
79 815655 9
79 52572 10
79 28475 7
79 4877 6
79 19530 7
79 57924 6
79 5163 8
79 8419 8
81 10010 1
81 100584 6
81 46118 8
81 294 6
81 784862 8
81 70741 10
81 17 8
81 7391 10
81 9837 1
81 4725 8
81 37178 8
81 1472 10
81 2311 1
81 6070 2
81 94966 8
81 153357 10
81 4677 10
81 42260 10
81 19007 8
81 95210 10
82 44152 8
82 7286 10
82 5708 6
82 34878 8
82 12152 7
82 3264 8
82 1448014 7
82 2421 4
82 270414 10
82 8205 6
83 10014 10
83 435854 8
83 16303 8
83 57560 10
83 3152241 8
83 3206242 8
83 192365 6
83 166084 2
83 32099 6
83 325388 10
83 68010 10
83 349431 8
83 61159 10
83 111717 10
83 35604 10
83 26218 10
84 881 10
84 18821 6
84 17912 10
84 65374 6
84 34447 6
84 68398 6
84 301685 8
84 12030 6
84 12800 6
84 191941 8
84 6621 10
84 74637 8
84 21736 8
84 15136 8
84 10028 6
84 995 10
84 7970 10
84 14955 6
84 8457 8
84 71702 8
85 18910 9
85 2992484 6
85 1581326 6
85 2798265 6
85 15489 10
85 26755 2
85 42744 6
85 43001 10
85 1588 8
85 42812 6
85 12638 6
85 34289 6
85 43022 4
85 12636 6
85 825708 8
85 35784 6
85 38920 10
85 5668 6
85 3009 8
85 42689 8
85 42653 7
85 22647 8
85 12055 6
85 35297 6
86 31198 5
86 39225 10
86 897386 8
86 8340 7
86 444 2
86 39270 6
87 9810 7
87 1182418 8
87 43191 8
87 46721 8
87 46745 8
88 825708 10
88 7233 8
88 4805 4
88 90789 6
88 3429944 10
88 86645 6
89 1827335 8
89 5173 8
89 4044 10
89 111661 6
89 45536 8
89 2893 8
89 10892 4
89 38574 6
89 2280068 6
89 246349 8
89 3438 8
90 1044995 7
90 40371 8
90 279835 6
90 60236 7
90 153076 8
90 156490 9
90 44152 7
90 96251 7
90 17663 9
91 828967 10
91 12707 8
91 114193 6
91 3658 8
91 7372 9
92 17133 10
92 1182708 10
92 17788 8
92 4911 10
92 2204 10
92 34554 9
92 2228 10
92 35326 7
92 19782 7
92 23410 10
93 562644 6
93 10467 6
93 71814 6
93 2067510 5
93 34898 6
93 21513 8
93 106138 8
93 71126 6
93 35497 6
93 7391 8
93 897386 8
93 495469 6
93 34896 7
93 46719 10
93 71824 4
93 46745 8
93 504335 10
93 16701 6
93 34924 7
93 7639 10
93 1145713 5
93 7930 10
93 3691 8
93 1880 8
93 65117 8
93 46723 7
93 33198 4
93 2403717 10
93 26159 8
94 426627 4
94 8378 10
94 19770 8
95 74571 8
95 8178 4
95 5123 6
95 7049 8
95 41081 10
96 49638 8
96 3380841 8
96 30823 6
96 454472 8
96 1131906 7
96 31895 10
96 38009 10
96 3354 7
96 86827 10
96 46120 6
96 19077 8
96 828991 10
96 2144200 6
96 3206242 9
96 60618 8
96 49634 7
96 170921 10
96 829005 10
96 8366 10
96 1595966 10
97 45188 4
97 951 4
97 9036 5
97 832 9
97 2228 8
97 17728 7
97 18362 6
97 11883 7
97 1537 9
97 2204 10
97 8294 9
97 12393 6
97 2184 6
98 15692 6
98 35448 2
98 5143 8
98 23434 8
98 2139 8
98 2988209 10
98 2909030 10
98 2138 6
98 6026 8
99 142568 10
99 4918 1
99 110715 5
99 1732114 10
99 3082109 2
100 5178 8
100 45161 3
100 2930 10
100 2376 4
100 5122 10
100 3123767 8
100 13055 10
100 1979 6
100 2421 6
100 5123 10
100 29144 10
100 32042 10
100 854 8
101 7045 10
101 7829 8
101 1699077 10
102 49803 10
102 26647 10
102 10129 7
103 568572 10
103 26186 10
104 2930 10
104 31277 7
104 7103 9
104 100327 7
104 5189 8
104 5812 7
104 2150 8
104 609 7
104 4931 7
104 19782 8
104 31285 8
104 7554 6
104 8983 8
104 8366 9
104 21161 6
104 26614 7
104 2360795 10
104 1008 9
104 610 7
105 3447001 10
105 1590 10
105 1653 8
105 15656 6
105 32399 6
105 32699 6
105 20050 8
106 12502 7
106 7049 8
106 118244 8
106 109469 9
106 3206242 7
107 7313 9
107 3628 9
107 4813 8
107 153076 4
107 12989 4
107 7489 7
107 1044308 9
107 31228 8
109 129373 8
109 1654887 8
109 534053 10
109 51687 6
109 1475 8
110 170340 6
110 4936 8
110 20477 10
110 1827335 10
110 20478 10
111 2182 10
111 56700 10
111 8488 9
111 68038 10
111 319021 4
111 13378 7
111 4596 6
111 1182718 8
111 2941 9
111 111892 8
111 1362693 9
111 42307 7
112 68144 10
112 34924 2
112 136242 10
112 1048789 6
112 6819 4
112 51392 6
112 121135 8
112 12650 6
112 4628 10
112 18595 8
113 14710 8
113 10035 8
113 1044308 9
113 57166 10
113 81011 10
113 3123767 8
113 2770555 10
113 1014691 9
113 170197 9
113 57112 8
113 649645 10
114 46572 10
114 32220 7
114 1483 10
114 10016 10
114 7263 10
114 6028 9
114 85581 10
114 12501 10
114 2264 5
114 31858 9
115 2140082 8
115 16217 9
115 26615 8
115 4248 8
115 159103 6
115 111991 4
115 10795 9
115 26973 8
115 7107 9
115 20319 6
115 100327 8
116 2204 8
116 78110 10
116 270414 8
117 24496 6
117 20174 6
117 2156470 6
117 27144 6
117 22789 8
117 130577 6
117 61257 2
118 852 9
118 11758 9
118 854 10
118 162504 7
118 18486 4
118 3116747 7
118 825709 4
118 1245454 8
118 7554 7
118 74054 6
118 825708 6
118 20477 4
118 42841 10
118 211810 8
118 5818 8
118 11616 4
118 2770555 5
118 16539 10
118 2496 10
118 11294 4
118 18824 5
118 35817 6
118 2767824 6
118 31420 5
118 31418 7
118 17640 4
118 3115 6
118 17633 8
118 27022 10
118 2619901 9
118 3394 9
118 11573 3
118 67741 5
118 24134 5
118 18996 6
118 23154 2
118 5745 7
118 175176 6
118 8304 9
118 48983 5
118 7802 7
118 1895183 6
118 5668 7
118 35326 4
118 200945 7
118 358931 7
118 5729 8
118 24984 6
118 42138 9
118 18525 4
118 2156470 7
118 48189 5
118 897386 8
118 2972 9
118 18416 9
118 17689 7
118 19069 8
118 32613 3
118 221732 8
118 4220 8
118 54471 8
118 49423 7
118 55090 8
118 1472 9
118 178703 6
118 42626 6
118 7103 8
118 5997 10
118 18414 6
118 49803 7
118 35809 8
118 15604 8
118 6199 9
118 90646 8
118 358875 6
118 1549 8
118 20925 8
118 15646 7
118 1827335 8
118 111892 6
118 12488 5
118 23078 9
118 4813 7
118 35804 6
118 53053 3
118 950575 6
118 4819 6
118 47582 4
118 17660 4
118 72318 6
118 45970 6
118 19158 8
118 6889 10
118 170197 7
118 2415650 7
118 60236 6
118 111915 8
118 37064 7
119 5818 8
119 911007 8
119 4877 8
119 111717 4
119 40450 10
119 4121 8
119 821975 8
119 1595966 8
119 1060 6
119 7614 6
119 2791688 8
119 2445 8
119 19756 10
119 8503 10
119 815644 6
119 8406 6
119 29269 10
119 5158 6
119 18490 8
119 3702 10
120 3423 10
120 35176 8
120 15664 6
121 36141 8
121 649653 7
121 444295 7
121 1472 10
121 4454 8
121 133330 8
121 358912 7
121 358935 7
121 4784 10
121 1145713 6
121 358937 7
121 36135 9
121 2704 8
121 96601 10
121 358911 7
121 2150 7
121 282315 7
121 20410 10
121 36133 8
121 358914 7
122 15642 4
122 16576 8
122 270414 10
122 20477 4
122 825755 4
122 3203356 8
122 170921 8
122 710325 8
122 23078 8
122 127066 6
123 20062 8
123 9701 10
123 1044308 8
125 2156155 10
125 2156288 10
125 1524 8
126 16542 6
126 6075 8
126 819161 8
126 825739 6
126 8366 8
126 51273 8
126 49485 8
126 270414 6
126 6106 8
126 128096 6
126 49815 8
126 19812 6
126 1495749 8
128 173693 8
128 15514 8
128 3203356 10
128 73970 6
128 21633 10
128 10129 10
128 42230 8
128 26402 10
128 31834 6
128 56694 8
128 3087 8
128 161381 6
128 52838 10
128 153357 8
128 50094 10
128 150279 8
128 15499 8
128 31833 8
128 391603 8
128 31838 6
129 540 10
129 2927 8
129 231636 8
130 163407 10
130 23538 10
130 1044275 6
131 10014 10
131 43191 10
131 1472 8
132 81533 10
132 649309 4
132 31860 8
132 6517 6
132 413498 8
132 1581079 8
132 180552 8
132 1638 10
132 36181 10
132 3206242 10
132 2741521 6
132 73992 8
132 44152 8
132 2744994 8
133 92939 10
133 120212 8
133 25218 10
133 76636 8
133 18824 7
133 35566 9
133 50091 4
135 2861974 4
135 90182 9
135 3067 9
135 2478 6
135 3516 8
135 4652 6
135 2554470 6
135 3449 6
135 24746 6
135 861140 6
135 2941 8
135 5174 7
135 38310 7
135 55507 8
135 4731 8
135 4230 4
135 2791688 8
135 12938 2
135 7197 8
135 3031 8
135 5903 8
135 29853 6
135 816623 8
136 5174 4
136 5274 6
136 93613 6
136 91789 6
136 251751 8
136 5162 4
136 173916 6
136 56705 9
136 3687 4
136 10143 4
136 2861974 4
136 5446 6
136 146487 6
136 76776 9
136 84422 4
136 5178 7
136 261921 6
136 67821 8
136 5864 10
136 18583 6
136 3658 4
136 11786 4
136 3093889 4
136 5653 4
136 20031 4
136 25818 6
136 131281 6
136 56370 10
137 2156206 8
137 2156288 8
137 1588 8
138 1539 6
138 5658 6
138 4926 6
138 16922 8
138 3203545 9
138 1759708 7
138 114918 6
138 42179 9
138 19306 6
138 1182718 10
138 42256 8
138 20410 7
138 3206242 7
138 63095 8
138 29995 9
138 20473 10
138 15540 9
138 9706 8
138 8294 6
138 70015 8
138 7970 4
138 70045 7
139 118244 9
139 19007 8
139 883 8
139 52448 8
139 1227086 7
139 2930 8
139 117211 10
139 35392 8
139 231871 8
139 74087 8
139 3437 6
139 24116 8
139 138479 10
139 32715 8
139 2971 7
139 110715 6
139 16878 8
139 10664 6
139 69869 8
139 3383 7
139 2492277 8
139 38719 8
139 35835 8
139 19782 8
139 165028 1
139 2236 8
139 8304 8
139 7802 6
139 11424 8
139 23262 8
139 2482940 10
140 5463 4
140 40744 6
140 35834 6
140 109456 8
140 7098 4
140 5812 4
140 1168877 6
140 211570 8
141 2228 9
141 5146 8
141 5068 8
141 1130926 8
141 319021 7
141 6434 7
141 2798265 8
141 32355 8
141 3397 10
142 18319 10
142 1590 10
142 1638 9
143 44474 10
143 93899 8
143 825708 10
143 26557 10
143 825740 10
143 21559 8
143 18481 10
144 28174 10
144 62577 10
144 10551 10
145 57295 6
145 861140 10
145 280123 10
145 3658 10
145 6852 10
145 11616 10
145 62692 10
146 5174 10
146 294 8
146 3259 6
146 27147 6
146 5900 8
146 84315 6
146 56129 6
146 4382 2
146 2961 9
146 20000 4
146 283061 8
146 4731 8
146 2329 6
146 837 6
146 2704 7
146 60679 7
146 2893 8
146 5183 8
147 2285 10
147 43166 10
147 42303 6
148 7132 8
148 825709 6
148 219040 8
148 2599585 10
148 15639 8
149 22993 8
149 897386 8
149 20032 8
151 18824 6
151 48596 8
151 28066 6
152 43711 10
152 270414 10
152 837 4
152 1577 8
153 18255 9
153 14122 10
153 1500 10
153 7061 8
153 106481 6
154 18107 10
154 5860 10
154 10016 6
154 710325 4
154 2264 8
154 247324 8
154 186366 8
154 74326 9
154 38992 8
154 2228 7
154 1597578 9
154 116767 8
154 24669 8
154 1538 7
154 42585 10
154 393680 8
154 6102 8
154 856564 9
154 5042 9
155 12851 8
155 10105 10
155 8244 10
155 8445 10
156 7223 6
156 2972 6
156 31568 4
156 7138 8
156 2042669 4
156 7103 8
156 12589 6
156 95660 6
156 20525 8
156 19119 8
156 18414 6
156 23078 6
156 10551 4
156 26614 8
156 20896 4
156 18770 6
156 3430 8
156 19214 8
156 7232 8
156 2384641 6
156 18626 6
156 18498 6
156 148314 6
156 825755 4
156 129 8
156 7152 8
156 911007 8
158 48124 8
158 1538 6
158 48758 10
158 39418 8
158 162535 8
158 3014055 6
158 47289 8
158 10649 10
158 2492277 10
158 5897 8
159 4044 10
159 211773 8
159 11883 8
159 65424 10
159 1474 6
159 1653 8
159 35817 6
159 1539 6
159 96328 6
159 1827335 8
159 4936 10
159 992 4
159 123906 6
159 33867 6
159 17 6
160 23441 8
160 25747 10
160 11916 10
161 1472 10
161 3367 6
161 35397 6
161 7163 6
161 5171 6
162 4679 8
162 3092 10
162 8102 10
162 53358 8
162 2704 6
162 7701 10
162 12978 6
162 97955 4
163 4877 5
163 10143 10
163 2804 10
163 35566 6
163 4150 6
163 168378 1
163 160911 10
163 6485 10
163 7291 10
163 25791 8
163 1305791 10
163 2988209 4
163 6026 8
163 1472 4
163 951 6
164 5174 3
164 1538 10
164 638095 9
164 4977 9
164 2499 10
164 12444 8
165 34883 9
165 3015 10
165 319021 10
166 1182459 10
166 11622 6
166 51166 8
166 861104 6
166 17543 6
167 614291 6
167 8414 8
167 11456 8
167 3449 8
167 60776 10
168 4440 10
168 143872 8
168 708944 10
168 10893 8
168 11424 8
168 24193 9
168 2724 10
168 649303 7
168 1118709 10
168 2139844 8
168 649296 7
168 16236 8
169 112043 6
169 1932053 6
169 636541 6
170 80862 6
170 137374 2
170 41311 4
170 6814 8
170 14311 8
171 118244 6
171 6012 7
171 8340 9
172 62137 8
172 12461 10
172 26186 8
172 20050 4
172 34873 10
172 225798 6
172 4936 4
172 417 8
172 10129 6
172 7103 8
173 5739 6
173 8294 8
173 32246 10
173 77277 8
173 35834 10
173 10664 10
173 5463 6
174 3447001 10
174 25904 10
174 3203623 9
174 59137 6
174 26184 8
174 16471 6
174 26186 8
174 20128 10
174 49366 8
174 143872 8
174 24938 7
174 825739 9
174 136222 8
174 12650 8
174 25889 5
174 7970 8
174 1182481 10
174 27190 9
174 4024 7
174 38572 6
174 1314225 10
174 1044995 7
174 2415650 8
174 18833 10
174 12636 7
174 3203356 9
174 12902 10
174 1245454 9
174 20480 9
174 2496 10
175 3259 2
175 37882 10
175 7193 8
175 11776 2
175 55507 6
175 57404 6
175 50722 9
175 37920 10
175 23522 6
175 7378 10
175 5069 8
175 50110 8
175 14618 2
175 19119 10
175 12417 8
175 94161 4
175 4570 10
175 23501 10
175 51342 6
175 378321 2
175 7152 6
175 7223 4
175 1654887 8
175 63602 10
175 2480 8
175 196000 4
177 5340 10
177 894 4
177 49877 6
177 16229 6
177 20214 10
177 2314 6
177 51186 8
177 56684 8
177 260969 10
177 40721 8
177 2294 10
178 3735 8
178 45037 9
178 7614 10
178 108314 9
178 3123767 7
178 3040 6
178 73565 9
178 42230 8
178 34883 8
178 1116874 7
178 8181 8
178 1928975 8
178 87443 9
178 6517 4
178 854 7
178 2174 8
178 7103 10
178 26976 10
178 315 6
179 16195 6
179 63071 6
179 26980 4
179 534 8
179 16503 4
179 2277 4
179 31574 10
179 503367 10
179 60405 10
179 11410 8
179 10275 4
179 20137 6
179 94034 8
179 4024 8
179 92786 10
179 538 10
179 2074 8
179 21643 10
179 40459 8
179 10867 6
179 21643 8
179 24643 6
179 40036 6
179 78191 10
179 78189 8
179 21613 10
179 624250 6
179 2633 2
179 11276 8
179 283061 2
180 951 8
180 67617 8
180 36980 6
181 3410 9
181 4220 8
181 12584 9
181 137988 9
181 2280068 7
181 7930 9
181 710325 9
181 100327 8
181 153076 5
181 7180 10
181 17639 9
181 7802 10
181 17643 9
181 18824 10
181 3116747 10
181 8366 10
182 39744 10
182 25889 6
182 24945 10
182 828677 10
182 26976 10
182 24425 6
182 24931 8
182 24308 10
182 11623 10
182 25002 10
182 23441 10
182 38986 8
182 3246263 10
182 42713 8
182 8366 10
182 7313 8
182 44474 8
182 32043 10
182 2856 6
182 32613 10
182 12636 6
182 72799 8
182 20481 10
182 12996 8
182 62563 8
182 42230 10
182 736920 10
182 24938 8
182 19112 10
182 49271 10
182 3410 10
182 861112 4
182 35835 10
182 32041 8
182 965870 10
182 2934 10
182 861140 6
182 546 8
182 654969 8
182 1827335 6
182 39712 10
182 24491 6
182 24235 10
182 3437 10
182 134144 10
182 13403 8
182 44152 8
182 4453 10
182 32637 8
182 115638 10
182 861104 8
182 16485 8
182 18833 10
183 78110 8
183 10482 4
183 111723 7
183 31854 8
183 327522 8
183 56625 8
183 41404 9
183 543884 6
183 227180 4
183 227262 6
183 405455 8
183 599423 7
183 1938341 6
184 39270 6
184 1524 8
184 1827335 8
184 6390 6
186 173604 8
186 16151 10
186 100884 4
186 3657 6
186 1182675 10
186 325337 6
186 74276 6
186 51687 4
186 27239 6
186 9837 6
186 534554 8
186 7244 10
186 51144 6
186 2953 8
186 16338 8
186 100752 8
186 4441 6
187 612 6
187 1175037 6
187 20626 4
187 1994 4
187 9947 6
188 1472 8
188 5986 7
188 10108 10
188 5538 7
188 3123767 7
189 3582 10
189 57246 9
189 3206242 10
189 9654 8
189 3475 10
189 883 10
189 25144 9
189 15614 10
189 11883 10
189 18498 9
189 562644 9
189 1182675 4
189 358935 10
189 11837 8
189 5725 7
189 220820 8
189 1549 9
189 11883 9
189 2150 10
189 12987 9
189 3493 9
190 47656 10
190 21214 9
190 134369 10
190 126495 9
190 508333 10
190 668333 8
190 95605 8
190 5174 10
191 6463 10
191 1512 10
191 10001 6
191 1926641 6
191 10031 6
192 7197 8
192 15642 8
192 599423 8
192 60776 8
192 5123 10
192 17514 10
192 2136 8
192 2988209 10
192 4365 6
192 5306 10
192 45237 6
192 90789 10
192 14414 6
192 10016 10
192 20292 10
192 53716 8
193 35538 8
193 12501 8
193 85584 8
193 1251580 10
193 5782 10
193 5709 10
193 3206242 10
193 2791688 8
193 51687 6
193 4921 8
194 47656 6
194 8202 8
194 1060 10
194 25434 8
194 2568271 10
194 4150 10
194 908950 10
194 12987 10
194 3105133 6
195 1539 10
195 151091 10
195 1171649 10
196 23337 8
196 23349 8
197 42222 10
197 1994 8
197 836 2
197 8617 8
197 10129 10
197 3038 8
198 2294 10
198 5068 10
198 2280068 7
198 2516333 8
198 20493 8
198 21278 7
198 8508 9
199 62625 9
199 16708 8
199 19055 7
199 16722 7
199 9999 6
199 2489683 10
199 464 5
199 175854 9
199 19171 8
199 26322 8
199 59108 8
199 15646 10
200 9654 2
200 8110 2
200 2264 2
200 17722 2
200 138479 2
201 1827335 6
201 1538 4
201 1586826 6
201 10628 4
201 721410 7
201 3657 6
201 1507 7
201 274489 6
201 35720 10
201 799892 5
201 1182675 6
202 48830 8
202 2554475 6
202 2554468 6
202 81189 8
202 7221 6
202 12930 8
202 2554517 6
202 3447001 10
202 60641 10
202 10525 8
202 94939 8
202 4183 10
202 18983 8
202 49301 8
203 25863 6
203 17285 8
203 7789 7
203 2222445 7
203 35123 6
203 53198 7
203 27995 6
203 825765 8
203 17689 6
203 35397 8
203 5818 7
203 42437 4
203 136222 6
204 20709 10
